,qID,sentence,option1,option2,label
562,3CZH926SICCM7J0WA2X3FZ0UTQFE4H-1,Logan memiliki lebih sedikit waktu untuk bersiap-siap di pagi hari daripada Jeffrey karena _ memiliki balita.,Logan,Jeffrey,1
563,3KTCJ4SCVGZ3R8VQ4I2KU9Y0VJ41MF-1,"Guru itu tidak tahu luka apa yang lebih parah antara patah tangan atau kaki. Dia mengatakan bahwa dengan _, Anda tidak bisa menulis.",tangan,kaki,1
564,34OWYT6U3YVEEJ717EVL9KXB1RZ9IR-1,Anjing itu menangis dengan ikat leher yang menyakiti lehernya karena _nya besar.,leher,ikat leher,1
565,3MZ3TAMYTLL5OU4GHXJ7879WIBGRIT-2,Ben harus berhenti makan cokelat atau kacang. Dia memilih untuk berhenti makan _ karena rasanya gurih.,cokelat,kacang,2
566,34OWYT6U3WFZKU8UNGJLHM92CQ3I9S-1,Di laguna Emily berenang telanjang sementara Felicia memilih untuk memakai baju renang seluruh tubuh. _ sangat bebas menunjukkan tubuh mereka.,Emily,Felicia,1
567,371QPA24C42MYSKHXDFW8LH1ESKT14-1,"Mawar yang sensitif cahaya harus dikeluarkan dari taman dan pindah ke kebun anggur, karena _nya lebih cerah.",taman,kebun anggur,1
568,3J5XXLQDHOPXLN2LPCTUXWKI8TVV3K-2,Tanya tidak bisa meregangkan tubuh sejauh Jennifer karena _ memiliki tubuh yang sangat fleksibel.,Tanya,Jennifer,2
569,3TTPFEFXCTIC6GVCJRYOX0HLMBCH6H-1,"Negosiator membuat kesepakatan untuk gaji, tetapi paket tunjangan masih dalam negosiasi. _ itu mudah untuk ditawar.",gaji,paket tunjangan,1
570,3TFJJUELSHNX771VAX8KWW3TTFCC2V-1,"Kakak saya lebih senang menulis di blog daripada di jurnalnya, karena _nya bisa dilihat semua orang.",blog,jurnal,1
571,3JHB4BPSFK7C1SWD0OOUQO0OYFS9QJ-2,Elena suka membaca buku tetapi Jessica tidak. _ selalu membeli video.,Elena,Jessica,2
572,3KI0JD2ZU3WU7GO7QGOCYLGZWY667H-2,"Karena anjing Craig sakit dan membutuhkan dokter hewan sementara anjing Kevin sehat dan energik, _ membawa anjingnya ke taman.",Craig,Kevin,2
573,3MNJFORX8DIB353Z3GCJU7FGYG2F5G-1,"Udara dingin membanjiri gubuk tetapi rumah tetap hangat, karena jendela _ tetap terbuka.",gubuk,rumah,1
574,3K3G488TR26T05U1XYBDE8VMCQOQ52-1,"Lindsey menjawab telepon dan menerima pesan itu, tetapi Amy tidak karena _ adalah sekretarisnya.",Lindsey,Amy,1
575,36BTXXLZ2V6BGN51W8H3E6ZDDT54RH-1,"Jack akan membuat sandwich tuna tetapi akhirnya makan salad tuna. Setelah membakar roti, _ itu menggugah selera.",salad,sandwich,1
576,37VE3DA4YUFICSC7FIFW8G3D0EBBHO-1,Ian diminta oleh Kevin untuk membantu pajak mereka karena _ adalah seorang akuntan yang sukses dan terlatih.,Ian,Kevin,1
577,37J05LC5AXH7IV5HHE9NFJ7SBB3DJD-2,"Setelah Joel mulai berkencan dengan mantan pacar Dennis, _ berusaha memutuskan hubungan baru.",Joel,Dennis,2
578,37SQU136V92LP888VUVM2FY6N7A11H-2,Juan memutuskan untuk membeli tiket undian daripada tiket lotre karena tiket _ itu adil.,lotre,undian,2
579,366FYU4PTGN7LLPZVUKJMGPQVPHEKE-2,Pekerjaan itu didapatkan ketika seorang teman memberinya sebuah telepon dan tiket bus. _nya bersifat sementara.,telepon,tiket,2
580,39RRBHZ0AWFY6G9EAJO31XPYOWJZVT-2,Lebih banyak burung di kebun daripada di taman karena _nya hanya memiliki rumput.,kebun,taman,2
581,363A7XIFV60X5816YR84K4YPG8JVAQ-1,"Pencuri itu bisa licik di sepatu bot, tetapi tidak di sandal, karena _ terbuat dari bahan inferior.",sandal,sepatu bot,1
582,3909MD9T21VBZOWSEH5MY1LUCSHFE2-1,James sedang mencari apakah ada ruang untuk menempatkan buku ke dalam rak. _nya kecil.,ruang,buku,1
583,39KV3A5D1ALZUEM4XTRFZQCSG1PS77-2,"Hunter lebih sulit melakukan yoga daripada Craig, karena _ memiliki tubuh yang fleksibel.",Hunter,Craig,2
584,37VUR2VJ6C35CBI6BRK6JBHXRC41CQ-1,Gigi Katrina lebih kuning daripada Laura karena _ minum kebanyakan kopi sepanjang waktu.,Katrina,Laura,1
585,371Q3BEXDJNIEOSAGOJYQA5RPQ9ZS4-2,Jane memutuskan untuk makan salad daripada sandwich karena _ memiliki lebih banyak kalori dan dia mencoba diet.,salad,sandwich,2
586,34KYK9TV2R6721QNQCRVCUAF487BSL-2,Sarah merasa suara saksofon itu damai tetapi Maria mesara itu tidak menyenangkan. _ membeli album Metallica.,Sarah,Maria,2
587,3B6F54KMR2A6P38VOFY66IX6ND11SG-2,"Brian memiliki banyak koleksi koin yang sangat dikagumi Kevin, jadi _ meminta beberapa duplikatnya.",Brian,Kevin,2
588,378G7J1SJNCDAAIN46FM2P7T6B0EWL-1,"Brian suka membersihkan dengan cuka tetapi Kenneth membenci baunya, jadi _ harus menggunakan sesuatu yang lain.",Brian,Kenneth,1
589,3B9XR6P1WG9TXN64NGUHCR7018SJBP-2,Lindsey tidak merasakan tetesan yang membuat Jessica basah karena _ berada di bawah titik bocor di atap.,Lindsey,Jessica,2
590,3KVQ0UJWPXJYK2QN97AJ6XD856Q5W5-2,"Di akhir tahun, Christine menyadari mengapa dia gagal sementara Mary mendapat nilai A; _ berhasil menahan diri untuk bermain agar bisa belajar.",Christine,Mary,2
591,3CIS7GGG67X0I6TI960LK1MWL5FUEC-1,Anak-anak senang meninggalkan sekolah untuk pergi ke pesta karena _ itu menyenangkan.,pesta,sekolah,1
592,37J05LC5AXH7IV5HHE9NFJ7SB77DJ9-2,Kayla adalah pemilik usaha kecil tetapi Samantha tidak begitu _ bisa melamar pekerjaan di bisnis.,Kayla,Samantha,2
593,39N6W9XWRDL0P4A754BYVRPD6MOGYF-2,"Ketika Ricky pergi ke latihan sepak bola, ia mematahkan pelindung tulang keringnya, meskipun sepatunya baik-baik saja, sehingga _ dibuat tahan lama.",pelindung tulang kering,sepatu,2
594,3538U0YQ1H88PQGVPXOQFAHXL3R3FZ-2,bus seharusnya tiba di 7:45 tetapi konser yang menampilkan band indie favorit saya dijadwalkan untuk 8:00; untungnya _nyatelat sehingga aku tidak kelewatan apapun.,bus,konser,2
595,3CMIQF80GNOPJ9UF2HLI6E9M8HA6Q1-2,Mary memiliki tubuh yang lebih baik dan lebih suka pamer daripada Emily. _ benci memakai bikini ke pantai.,Mary,Emily,2
596,38O9DZ0A62L8RQSU06VHAWBJSAY26J-1,"Adam menjelaskan emosinya kepada Robert, karena _ membutuhkan bantuan dari seorang terapis yang dapat menangani emosi kompleks.",Adam,Robert,1
597,3IZVJEBJ6CYDRQUD9BGVP59Y6UPZ6E-2,"Saya menyumbangkan meja makan dan sofa saya untuk amal, tetapi mereka menolak _ saya karena terlalu tidak rata.",sofa,meja,2
598,36KM3FWE3TQZT52SOR8VPK68JXG70H-2,"Neil baru-baru ini terkena hepatitis A dan meminta saran Kevin, karena _ sudah menderita hepatitis.",Neil,Kevin,2
599,3TFJJUELSJ3C1W02UVKKOUR1H8TC25-1,Laura memiliki waktu yang lebih mudah daripada Lindsey untuk pindah dari rumah mereka karena _ memiliki rumah yang lebih kecil.,Laura,Lindsey,1
600,39TX062QX1MAVN895TICTJTVVXM3XO-2,"Dennis memiliki tingkat testosteron yang jauh lebih tinggi daripada Christopher, jadi _ mulai khawatir dapat memiliki anak.",Dennis,Christopher,2
601,35NNO802AVUK9WCOOQ2QZN4MCURNIS-1,"Christopher memberi pelajaran kepada Michael, karena _ memiliki begitu banyak pengetahuan bermain piano dan pengalaman.",Christopher,Michael,1
602,3AC6MFV69KGEUQFNLWVZUYAGMXWZH8-2,Cynthia mulai menangis di akhir film. dan Victoria tertawa terbahak-bahak sehingga orang tua _ menegurnya.,Cynthia,Victoria,2
603,39WSF6KUV2JQBCAETMCCTX6ZAD1OEF-2,"Setelah di Polandia, Dennis menikmati perjalanan lebih dari Jason karena _ memiliki dangkal memahami bahasa Polandia.",Dennis,Jason,2
604,3THR0FZ95R7JB7JDU6BGYQKRC61LO2-1,"Emily saat ini menderita batuk parah, tetapi Victoria tidak memilikinya, jadi _ adalah perokok.",Emily,Victoria,1
605,3MQKOF1EE2MTOF5GODS24910D6FWDS-1,"Perusahaan asuransi menyalahkan Leslie, bukan Logan, atas kecelakaan itu karena _ melanggar lampu merah.",Leslie,Logan,1
606,3LVTFB9DE5GRG2JLEUU4I5MB7C2GQ5-1,Ben pergi ke restoran dan terjebak di antara memesan teh jahe atau peppermint. Dia memilih _ karena dia menyukai rasa pahitnya.,jahe,mint,1
607,34F34TZU7WXKFL71KPP6J0GOJZ2J2X-2,"Pasangan itu meminum anggur dari gelas bukannya cangkir, karena _nya bersih.",cangkir,gelas,2
608,3URJ6VVYUR1NDZCSOECZC9IGQ084OQ-2,"Joel ingin mulai beternak lebah tetapi bertanya kepada Eric apakah dia ingin bergabung dengannya, jadi _ setuju untuk melakukannya.",Joel,Eric,2
609,3566S7OX5FXZ0UNAKACV3PPIOHJ17V-2,Gelombang menghancurkan garasi tetapi membiarkan rumah utuh karena _ itu begitu jauh dari pantai.,garasi,rumah,2
610,3JHB4BPSFMNRVHVKKM0UIMOWRR1Q99-2,"Di labirin kebun jagung, Kayla tertawa ketika mereka mencoba menemukan Amy, dan akhirnya _ muncul.",Kayla,Amy,2
611,39WSF6KUV2JQBCAETMCCTX6ZAD1OEF-1,"Setelah di Polandia, Dennis menikmati perjalanan lebih dari Jason karena _ memiliki pemahaman yang lebih dalam bahasa Polandia.",Dennis,Jason,1
612,3UQVX1UPFUVS745MIFR0TTP19CM02F-1,John jatuh saat berjalan di trotoar dan memutuskan untuk mengambil halaman rumput sebagai gantinya. _nya licin.,trotoar,halaman rumput,1
613,3BA7SXOG1L4RTDRAS9JGNG3R5JSR8L-1,"Michael membutuhkan Craig untuk membawa keranjangnya sepanjang perjalanan pulang, karena _ sedang tidak sehat.",Michael,Craig,1
614,366FYU4PTGN7LLPZVUKJMGPQVPHEKE-1,Pekerjaan itu didapatkan ketika seorang teman memberinya sebuah telepon dan tiket bus. _nya lebih tua.,telepon,tiket,1
615,39AYGO6AFHYJA1GU6N51UI2QXN56N9-2,Biji pohon ek yang saya makan untuk camilan membuat gigi saya terkelupas karena _ itu lembut.,biji pohon ek,gigi,2
616,3KVQ0UJWPZZDERPUT5MJYV1GT8FW5W-2,"Rutinitas harian Victoria termasuk lompat tali tidak seperti Monica, jadi _ cenderung kurang sehat secara keseluruhan.",Victoria,Monica,2
617,378G7J1SJNCDAAIN46FM2P7T6RNWEM-2,"Neil bertekad untuk mengatasi kemalasannya dan membantu Matthew melakukan pekerjaan pekarangan, karena _ sedang berjuang di luar.",Neil,Matthew,2
618,3VCK0Q0PO5C921V8K0DKTJ4QQ4VN0Q-1,"Rumah Jeffrey terbakar dan Lawrence memadamkannya, kemudian _ membawakannya hadiah besar sebagai ucapan terima kasih.",Jeffrey,Lawrence,1
619,3VGET1QSZ2DS1V3DHY1GWFFCK4J7WB-1,Putri Tanya lebih malu daripada putri Angela karena _ meneriakinya di depan umum.,Tanya,Angela,1
620,3M4KL7H8KX1GWU951073XBPMTAT16Y-2,Evan memindahkan peluru dari pistol ke kotak untuk amunisi sampai _ itu kosong.,kotak,pistol,2
621,371Q3BEXDJNIEOSAGOJYQA5RPSPZSO-2,"Saya ingin menggoreng sayuran atau daging, saya memutuskan untuk menggoreng _ karena mereka lebih sehat.",daging,sayuran,2
622,36QZ6V1589BMY0ZTQ38QHK23Y8MUSS-2,"Glenda selalu mengendarai station wagon di malam hari, daripada mobil sport, karena _ memiliki lampu depan lebih redup.",station wagon,mobil sport,2
623,39TX062QX32PPC7GPRUCLHH3O3Q3XG-2,Cat yang dioleskan James di pintu masih lengket sedangkan toples catnya tidak. Dia yakin _nya kering.,pintu,toples,2
624,35YHTYFL1IHS1ZIE97UWY59FBFGFVL-2,"Meskipun Samuel lebih menyukai sepatu kets daripada Robert, _ merasa sepasang sepatu Converse itu bagus.",Samuel,Robert,2
625,3B6F54KMR2A6P38VOFY66IX6N8QS1M-1,"Ponsel baru John tidak muat di dompet barunya, karena _nya terlalu kecil.",dompet,ponsel,1
626,3UYRNV2KIVD6EFZIZ22ZEWYG2818NG-2,Laura bersepeda jauh di depan Erin karena _ mengendarai cukup lambat di jalan.,Laura,Erin,2
627,3TC2K6WK9G0VV4BITLSFUA7A3MG280-1,Tukang cukur mencoba menggunakan bahan kimia untuk menghilangkan bau dari rambut pria itu tetapi _nya terlalu kuat.,bau,bahan kimia,1
628,3D0LPO3EADD3B6QCDL06SYMNLVWOY8-2,"Termostat menunjukkan bahwa di bawah dua puluh derajat lebih dingin daripada di atas, jadi Byron tetap _ karena dia kedinginan.",di bawah,di atas,2
629,36BTXXLZ2XMQAC48G6T364NM2V3R4G-2,"Kami tidak suka konsultan karena dia merekomendasikan mobil daripada kereta, karena _ itu murah.",mobil,kereta,2
630,38Z7YZ2SB305CTPG4IU73HZRMSRQIA-2,"Saya meminta Patricia untuk membeli hadiah tetapi tidak meminta Jessica, saya pikir _ memiliki rasa yang aneh.",Patricia,Jessica,2
631,38O9DZ0A62L8RQSU06VHAWBJSAY26J-2,"Adam menjelaskan emosinya kepada Robert, karena _ menawarkan bantuan sebagai terapis yang dapat menangani emosi kompleks.",Adam,Robert,2
632,35ZRNT9RUIWN1EUH42VGA622O6G3OD-1,"Perpustakaan itu menyimpan banyak koleksi novel, bukan komik, karena _ itu populer.",novel,komik,1
633,37VUR2VJ6C35CBI6BRK6JBHXRCJC1G-1,Jadi _ menyalakan kipas angin karena Christine kepanasan sementara Victoria kedinginan karena suatu alasan.,Christine,Victoria,1
634,3TX9T2ZCBBFBL59J0TTZNZ8BUWIZWF-1,Tutup plastik yang lama diganti dengan gabus kayu karena _nya sangat bocor.,tutup,gabus,1
635,39XCQ6V3K0IFKCAO2N9F01246XH65L-1,Robert minum lebih dari Jason namun _ kurang mabuk karena memiliki toleransi yang jauh lebih tinggi.,Robert,Jason,1
636,33TGB4G0LRVUOT5A46033UL1ITOTXQ-1,"Pakunya menembus gipsum tetapi tersangkut di kayu, karena _ mudah ditusuk.",gipsum,kayu,1
637,35JDMRECC6NHDOSNP1B4GML6DUYGET-1,Saya mencoba membersihkan pipa dengan sikat tetapi tidak bisa karena _nya terlalu kecil.,pipa,sikat,1
638,3AC6MFV69MWTOFEU5U7ZMWYPHJ1ZH1-2,Ketika laba-laba mati Maria sangat gembira tetapi Kayla kesal karena _ menyukai laba-laba.,Maria,Kayla,2
639,36BTXXLZ2XMQAC48G6T364NL1X54RW-1,Jessica bisa melihat jelas dari hutan sementara Mary datang dengan rencana karena _ memiliki teropong.,Jessica,Mary,1
640,35F6NGNVMAX09EZJMTW59V8EHIR7TU-2,Benjolan di kepalanya membutuhkan obat yang dioleskan ke daerah tersebut karena _nya akan mengecilkannya.,benjolan,obat,2
641,3VI0PC2ZAYIZHC1VOR24HMR6V10OXH-1,Pers mencari berita tentang selebritas atau hukum. Mereka merasa berita _ lebih menarik.,selebritas,hukum,1
642,36D1BWBEHPFPAICT7KEYRQWDBKV2M7-1,"Megan mengambil anjing Erin untuk pengantin pria, meskipun _ tidak suka hewan itu.",Megan,Erin,1
643,3K3G488TR4M8UUT8HWND66JV65WQ5J-1,James melapisi bagian atas meja dengan penghapus noda dan membiarkan kursi itu apa adanya. Sekarang _ itu mengkilat.,meja,kursi,1
644,371DNNCG440PF35VC0CBVXG033L8TY-1,Robert membantu menciptakan sensasi video viral internet Kyle ketika _ mengarahkan video tersebut.,Robert,Kyle,1
645,3JY0Q5X05LKFX2OEVW1SGP6IQADGGA-2,Saya akan mengikuti lomba mengeja daripada lomba geografi karena _ tampaknya lebih sulit untuk dimenangkan.,lomba mengeja,lomba geografi,2
646,37SQU136V92LP888VUVM2FY6N7A11H-1,Juan memutuskan untuk membeli tiket undian daripada tiket lotre karena tiket _ itu tidak adil.,lotre,undian,1
647,3LB1BGHFL4AJOYVK92M5M8SBLAVTYY-1,Brett lebih siap menjadi orang tua daripada Aaron karena _ telah menghabiskan banyak waktu dengan anak-anak.,Brett,Aaron,1
648,3VIVIU06FKAEREROCPNQM8FM799MIT-1,Aaron meminta Ian untuk membantu mengganti ubin kamar mandi karena _ ingin membantu dengan itu.,Aaron,Ian,1
649,3VGET1QSZ0XD7646X0PG4HR4RR5W7K-1,"Samantha mengkhawatirkan kesehatan Angela, jadi _ menyuruh mereka untuk mulai mengonsumsi lebih banyak vitamin.",Samantha,Angela,1
650,3UUSLRKAUL1EY04FG5KQCT2JPT87D0-1,"Nenek Joan selalu menginginkan pelukan dan ciuman, tetapi Joan tidak suka _an karena takut kuman.",cium,peluk,1
651,3UXQ63NLAC0ZSDU4Q16US6KS5XXBLJ-1,Bebek peliharaan Rachel lebih sedih daripada yang dimiliki Kayla. _ adalah pemelihara hewan yang buruk.,Rachel,Kayla,1
652,3D1UCPY6GINZAB68HJIK5I0BYOY38G-2,John melemparkan pukulan ke jendela dan membuatnya pecah saat berkelahi dengan Jill. _nya rapuh.,pukulan,jendela,2
653,3U74KRR67OZPCZR620DU5SU3GNHTNP-2,"Lindsey meminta nasihat Megan tentang cara sopan berkata tidak kepada pria yang mengajaknya kencan, karena _ tahu banyak tentang perasaan.",Lindsey,Megan,2
654,388CL5C1RJLUP1YJ6V4QMJZIC78HLY-2,"tukang ingin memperbaiki mesin dengan menggunakan panci minyak dan pompa air baru, tetapi _ memiliki kebocoran air.",panci,pompa,2
655,3MDKGGG61QL2BPM7JLFDBJK9SLJ6TJ-1,"Natalie berpikir zamrud adalah permata yang indah, tetapi Betty tidak. _ membeli kalung bergambar zamrud besar.",Natalie,Betty,1
656,3UOMW19E6FK40TJPCEMIM1UE3SOC5Y-2,Christopher membantu Randy untuk mendapatkan nomor identifikasi majikan federal karena _ adalah seorang pemula di daerah itu.,Christopher,Randy,2
657,3APP19WN73SD09Z8JJS64YTSV1P6GK-1,"William lupa tentang semua waktu ketika Ian menyelamatkan mereka, karena _ pada umumnya terlibat sendiri.",William,Ian,1
658,3LAZVA75NIPYGWYY02HBRWXADAS2O8-1,"Kemari dan lihat kulit kepala saya hari ini, Natalie memberi tahu Katrina. _ butuh pendapat kedua.",Natalie,Katrina,1
659,3AXFSPQOYQW4GFJD8K4D3JADNLLJFQ-2,"Dennis menyukai musik pop, tetapi Jason lebih menyukai musik klasik. _ menyukai musik dengan alat musik gesek.",Dennis,Jason,2
660,35YHTYFL1G1D7AJ7P9IW67L7NROFVA-1,"Elena menulis kolom surat kabar untuk diedit Laura, karena _ kurang ahli menulis di koran.",Elena,Laura,1
661,36BTXXLZ2V6BGN51W8H3E6ZDDT54RH-2,"Jack akan membuat sandwich tuna tetapi akhirnya makan salad tuna. Setelah membakar roti, _ itu tak menimbulkan selera.",salad,sandwich,2
662,3JHB4BPSFMNRVHVKKM0UIMOWRR1Q99-1,"Di labirin kebun jagung, Kayla tertawa ketika mereka mencoba menemukan Amy, dan akhirnya _ menyerah.",Kayla,Amy,1
663,3L1EFR8WWVJU4S5B66P06NKJLV1F9S-1,Sue ingin berlatih meditasi jadi dia pergi ke gym dengan kelasnya tetapi _nya sudah terlewat.,kelas,gym,1
664,36D1BWBEHPFPAICT7KEYRQWDBKV2M7-2,"Megan mengambil anjing Erin untuk pengantin pria, mengetahui _ sangat peduli pada hewan itu.",Megan,Erin,2
665,371Q3BEXDJNIEOSAGOJYQA5RPSPZSO-1,"Saya ingin menggoreng sayuran atau daging, saya memutuskan untuk menggoreng _ karena lebih mengenyangkan.",daging,sayuran,1
666,3BS6ERDL935VU0QAXVFY6F2NPZVD67-2,Derrick belajar cara merajut tetapi Hunter tidak. _ membeli beberapa sepatu boot kecil yang lucu untuk anjingnya.,Derrick,Hunter,2
667,362E9TQF2HOEZ4V21MPV93VPG5IIG7-1,Ian suka makan almond dan Derrick membencinya karena _ memiliki gigi yang kuat untuk menggigitnya.,Ian,Derrick,1
668,37SDSEDINBG308STUF41HPLE04K18M-1,Susan mengganti  jalan paginya menjadi sore hari ketika dia ingat dia sibuk di _ hari sepanjang minggu.,pagi,sore,1
669,3MWOYZD5WX29Z7MY6JRVBIOHIPEONZ-1,"Saat mengubah rutinitas makannya, Sally berhenti makan keripik dan menggantinya dengan buah. _ itu renyah.",keripik,buah,1
670,36JW4WBR06I8P9ONKK1SR6UYAUBHFF-1,"Proyek ini berarti Emily berkolaborasi dengan Victoria, yang tidak bersemangat. _ senang bekerja dengan orang lain.",Emily,Victoria,1
671,3KWGG5KP6J0NEB5OKFR4B5HRZHVCMI-2,"Peti baru John yang dia beli untuk dirinya sendiri tidak akan muat melalu pintu depannya, _nya terlalu kecil.",peti,pintu,2
672,3BCRDCM0ODS386WKPC1LASXD98SK6R-2,Mata Lindsey berair tetapi Patricia tidak karena _ sedang menyimpan bawang di dapur.,Lindsey,Patricia,2
673,356TQKY9XHBHBU7VJVLAIZCQ2RJ87O-2,Tanamannya tidak tumbuh karena terlalu banyak yang ditanam di satu tempat. _nya terlalu besar.,tempat,tanaman,2
674,39KV3A5D1ALZUEM4XTRFZQCSG1PS77-1,"Hunter lebih sulit melakukan yoga daripada Craig, karena _ memiliki tubuh yang kaku.",Hunter,Craig,1
675,3AC6MFV69KGEUQFNLWVZUYAGRFJZH0-1,John mendapat lebih banyak uang ketika dia menjual koin daripada ketika dia menjual perangko karena _ itu tidak berharga.,perangko,koin,1
676,3UOMW19E6D4P64KISGAIU365DNSC5H-2,Anak-anak hanya bisa menghitung jumlah bola dalam satu toples dan bukan kacang di toples lainnya karena _nya terlalu banyak.,bola,kacang,2
677,375VSR8FVYN6D9SX1ZJT000V3J3RZB-2,"Sistem yang digunakan Jeffrey luar biasa dibandingkan dengan Randy, karena sistem _ lebih rendah.",Jeffrey,Randy,2
678,3TD33TP5DNGIWU30TAH4JS4ICCTABG-1,Cynthia mengobati infeksi pada Felicia di rumah sakit setelah _ melihat luka di kakinya.,Cynthia,Felicia,1
679,36GJS3V78VOAUFF8J4AVL4APOZ6JG8-1,"Monica selalu mengejutkan Lindsey dengan hadiah, sehingga _ menuju ke toko untuk membeli hadiah lain.",Monica,Lindsey,1
680,374UMBUHN736LVUFDA4GPH0RHH8TC8-2,Leslie secara keseluruhan lebih modis dari Derrick tetapi _ membeli rok daripada membuatnya tampak hebat.,Leslie,Derrick,2
681,35JDMRECC6NHDOSNP1B4GML5CNAEGM-1,Katrina memberi Christine sebuah boneka binatang untuk ulang tahunnya karena _ sendiri sudah punya.,Katrina,Christine,1
682,37PGLWGSJVKYVFQSBBMAZTBQBBWKIU-1,"Joel membutuhkan William untuk mendapatkan lisensi kontraktor untuk perusahaan mereka, jadi _ membantu mereka mengisi dokumen.",Joel,William,1
683,3AC6MFV69KGEUQFNLWVZUYAGRCMZHX-2,Anak itu ingin menyimpan kerang di dalam kotak tetapi _nya terlalu besar.,kotak,kerang,2
684,3A3KKYU7P3FWS9BT16R5NZOURYHMW7-2,Heather membelikan sebuah boneka untuk ayunan putrinya. Bonekanya tidak muat. _nya terlalu besar.,ayunan,boneka,2
685,3IZVJEBJ6CYDRQUD9BGVP59Y6UPZ6E-1,"Saya menyumbangkan meja makan dan sofa saya untuk amal, tetapi mereka menolak _ saya karena terlalu keras.",sofa,meja,1
686,3D17ECOUOG9HZBMNIY95Q8D3KXE13A-1,Dia putus asa secara emosional sehingga dia pergi jalan-jalan dan membeli es krim untuk dirinya sendiri. _ itu menjernihkan pikirannya.,jalan-jalan,es krim,1
687,3AQN9REUTHUC79ZNNCMQH4APJPMDYH-1,Ibuku membuat taco hari ini dan burrito kemarin untuk makan siang jadi _ lebih segar.,taco,burrito,1
688,3MVY4USGB6LHP94TWMJCYHESZZOSIA-1,Amy tidak perlu mendapatkan pengacara meskipun Monica melakukannya karena _ telah membatalkan tuntutan mereka.,Amy,Monica,1
689,38XPGNCKHVEI3JLPPQYD71COMD44VV-2,"Nick sering mengalami gatal-gatal, sementara Jason bahkan tidak pernah mengenakan celana atlet. _ artis.",Nick,Jason,2
690,3JY0Q5X05LKFX2OEVW1SGP6IQKYGGF-1,Justin menulis satu paragraf di agendanya setiap hari tidak seperti Matthew karena _ sangat teratur.,Justin,Matthew,1
691,35F6NGNVMAX09EZJMTW59V8EHIR7TU-1,Benjolan di kepalanya membutuhkan obat yang dioleskan ke daerah tersebut karena _nya bengkak.,benjolan,obat,1
692,3KQC8JMJGE6S3M71KNCQIVT908NH37-1,Dia tidak pernah bisa menggunakan penjepit bulu mata pada bulu matanya karena _ terlalu tipis.,bulu mata,penjepit,1
693,3TRB893CSLOW49DD2TXYACTOQFG7GX-2,Anak-anak lebih menikmati kartun daripada film karena _nya menakutkan.,kartun,film,2
694,3AXFSPQOYSCJA4IKSIGDVHYLGU5FJ0-1,"Untuk menyempurnakan tampilan emo-nya, Nick meniru cara Matthew berpakaian karena _ belum pernah berpakaian emo sebelumnya.",Nick,Matthew,1
695,3JGHED38EF5WQ0YDWZJ4HC0TW3KY7N-2,Dia ingin pergi berbelanja karpet untuk patio karena _ sedang diobral.,patio,karpet,2
696,38Z7YZ2SB5GK6IONOG67VFNZAHOIQK-2,"Justin suka kubis, brokoli dan sawi hijau Sedangkan Hunter menyukai buah-buahan. _ membeli apel setiap tahun.",Justin,Hunter,2
697,35YHTYFL1G1D7AJ7P9IW67L7IASVFR-2,"Meskipun Robert mengalami kerontokan rambut dan Brian tidak, _ iri dengan rambutnya.",Robert,Brian,2
698,3IZVJEBJ6CYDRQUD9BGVP59Y6LBZ6I-1,Bemper pada mobil bersinar lebih terang dari pada pegangan pada mobil karena _ lebih bersih.,bemper,pegangan,1
699,3MJ28H2Y1E6QFTHLILJ9P30MXJBO5L-1,Derrick lulus dari sekolah perawat dengan nilai lebih baik daripada Benjamin karena _ menghadiri kelas secara teratur.,Derrick,Benjamin,1
700,3C8QQOM6JPZULW93CDMBMV0XCLGLIQ-2,Perahu itu dilukis oleh Victoria sebelum Natalie membelinya karena _ membelinya.,Victoria,Natalie,2
701,3NBFJK3IOJW3PF5CJFE0LYFKH9MGO5-2,Billy ingin menyewa film tetapi James berkata TV lebih baik. James mengatakan _ akan memiliki lebih banyak variasi.,film ,TV,2
702,3J9L0X0VDH0WFER6WVZ0AB6JH49W92-2,"Elena membenci bau sabun itu dibandingkan dengan Laura, karena _ memiliki ingatan yang baik dari bau itu.",Elena,Laura,2
703,3TX9T2ZCBBFBL59J0TTZNZ8BUWIZWF-2,Tutup plastik lama diganti dengan gabus kayu karena _nya sangat kedap air.,tutup,gabus,2
704,3A3KKYU7P3FWS9BT16R5NZOURYHMW7-1,Heather membelikan sebuah boneka untuk ayunan putrinya. Bonekanya tidak muat. _nya terlalu kecil.,ayunan,boneka,1
705,3M4KL7H8KX1GWU951073XBPMTAT16Y-1,Evan memindahkan peluru dari pistol ke kotak untuk amunisi sampai _ itu penuh.,kotak,pistol,1
706,378G7J1SJLWYGLJGK83MARJLDIGEW3-2,Justin ingin tinggal di pedesaan ini dan memiliki kuda tetapi Kevin lebih memilih kota. _ bosan dengan kecepatan lambat.,Justin,Kevin,2
707,3JHB4BPSFK7C1SWD0OOUQO0OYFS9QJ-1,Elena suka membaca buku tetapi Jessica tidak. _ selalu membeli buku.,Elena,Jessica,1
708,35ZRNT9RUKC2V3TOO07G24QACWE3OY-2,Jennifer suka merokok pot tetapi Laura suka merokok cerutu. _ menghindari penjara lokal untuk merokok hal favoritnya di depan umum.,Jennifer,Laura,2
